total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
308,389,62,311,496,252,271,39,30,169,0
105,245,29,114,194,461,259,74,89,110,1
320,237,8,477,273,383,51,22,3,289,5
173,203,23,356,35,375,424,67,38,387,1
84,388,49,191,270,78,488,24,65,116,4
105,342,5,86,361,494,497,20,80,386,1
189,429,33,298,136,319,87,46,15,149,4
104,122,36,208,270,428,114,17,83,215,0
420,309,64,104,381,202,92,35,3,108,1
260,161,22,66,179,1,172,69,88,350,1
407,248,94,476,253,201,220,68,7,499,1
282,24,25,178,124,151,47,0,76,407,5
397,319,69,197,480,20,291,24,3,342,5
149,260,10,176,75,179,391,38,4,364,4
302,476,57,164,345,339,105,72,16,110,0
59,316,99,490,430,164,361,92,95,171,4
70,60,23,293,398,431,270,77,70,454,0
463,222,44,189,247,168,186,6,51,292,2
262,16,79,72,397,424,93,80,90,98,2
412,288,89,131,158,260,319,31,38,265,3
330,243,2,251,329,149,158,61,33,309,5
140,419,94,312,156,337,225,33,69,98,5
237,288,74,158,31,344,185,52,64,392,1
328,93,83,34,91,387,42,33,96,93,1
274,129,57,150,495,412,451,71,55,103,3
414,272,1,202,374,38,365,83,91,259,1
223,325,68,488,232,476,386,89,66,125,5
148,264,75,191,446,90,11,18,70,192,1
268,133,23,284,354,427,488,92,9,166,3
473,223,42,358,451,236,170,5,49,10,1
11,343,61,226,365,440,487,46,85,499,5
446,19,87,296,242,382,262,57,26,443,2
324,156,15,211,255,5,412,81,84,426,0
430,332,31,100,399,374,396,52,58,423,1
386,16,7,228,195,466,199,48,36,192,0
131,22,54,59,74,145,279,82,3,178,3
263,283,74,377,401,298,498,44,77,492,5
289,395,13,493,309,221,381,68,8,341,0
109,331,98,196,305,222,301,70,78,361,5
155,95,78,122,328,139,257,60,57,308,4
389,334,86,395,5,476,428,92,73,14,5
438,336,64,309,398,277,209,38,10,280,2
16,265,60,362,227,180,70,5,8,186,2
398,476,19,482,115,76,397,92,7,328,0
286,480,55,418,276,243,488,5,84,400,1
333,149,82,59,234,91,441,88,63,203,1
30,258,25,163,90,461,233,3,77,396,2
358,458,11,416,7,128,121,23,78,41,4
328,94,52,102,130,9,464,53,71,256,1
91,431,92,366,160,383,495,75,47,178,2
42,186,7,287,246,161,123,12,98,171,2
93,102,17,335,328,388,336,50,70,22,1
68,408,51,415,12,248,445,65,46,471,1
104,86,38,272,275,251,180,51,2,313,5
3,113,35,57,74,245,164,62,10,41,1
37,328,0,308,265,82,178,46,16,155,3
376,33,84,476,385,124,270,51,55,52,2
64,380,16,62,479,48,262,76,86,357,5
413,358,60,137,11,226,383,63,74,351,4
275,145,67,42,160,329,328,6,39,305,4
216,56,48,241,255,117,9,71,26,456,2
446,198,32,65,288,390,64,88,65,152,2
469,467,62,39,233,321,436,16,39,248,2
443,358,79,155,245,321,87,22,34,464,2
268,261,49,234,270,73,303,85,89,88,2
117,398,7,88,313,176,103,21,47,48,5
74,70,17,464,451,415,98,41,72,434,2
369,196,20,418,329,468,234,84,15,461,1
58,235,12,219,466,147,330,67,59,468,2
387,300,8,79,66,55,83,58,1,374,1
435,53,61,267,135,231,472,15,26,317,3
494,128,5,329,410,43,354,90,6,261,1
6,486,3,199,417,125,261,95,12,160,4
446,199,23,144,277,73,56,80,70,271,3
293,402,18,446,212,468,92,76,97,438,3
234,52,15,94,279,230,231,89,15,342,3
340,496,52,424,285,323,446,23,7,111,1
124,185,37,138,58,234,181,64,10,292,2
286,145,49,262,203,443,276,40,78,145,2
405,477,8,258,92,298,193,13,46,247,5
375,33,44,169,63,483,63,51,32,158,0
478,434,75,365,292,147,173,69,77,244,5
416,416,80,234,177,110,89,37,88,37,2
44,402,0,137,318,242,333,41,30,271,2
358,138,99,391,333,428,307,11,45,343,0
373,424,68,357,143,386,283,95,52,443,5
400,51,9,270,363,30,36,97,90,407,2
396,31,93,400,36,326,199,61,51,345,1
15,166,83,41,261,321,469,75,78,40,1
103,415,10,118,263,224,48,50,30,261,1
231,444,93,195,459,217,391,96,46,4,0
498,456,26,279,332,463,276,96,34,78,0
236,109,93,448,475,7,435,58,93,313,1
2,30,94,109,289,114,177,83,98,171,1
217,283,37,318,68,277,485,7,51,338,3
214,88,23,477,490,59,246,6,95,408,5
257,97,47,496,483,97,219,73,10,432,1
41,441,76,417,499,52,279,71,28,432,5
266,287,56,279,474,76,299,50,93,62,1
370,309,35,95,157,432,419,91,79,159,0
341,64,58,401,314,362,240,30,5,476,4
395,114,4,466,52,27,361,76,5,417,0
196,454,23,179,227,10,142,88,15,488,5
356,429,44,494,255,113,491,58,79,433,0
56,267,32,435,458,83,368,80,44,341,2
261,460,34,211,387,345,400,83,66,337,0
135,228,60,134,426,299,445,57,74,342,3
311,191,6,114,293,151,443,93,17,74,3
92,168,63,79,288,310,71,55,86,334,5
243,189,17,170,298,87,422,37,32,441,3
193,51,50,440,465,110,479,74,27,152,2
225,343,13,476,124,351,348,59,28,279,2
146,161,80,472,402,12,0,26,98,322,1
289,324,13,191,437,204,150,54,76,182,2
276,277,58,461,107,255,83,77,62,42,3
374,2,17,462,30,408,291,68,5,182,1
274,82,7,485,498,472,42,62,5,215,3
385,409,15,373,159,104,14,81,94,240,5
377,259,44,140,314,87,50,45,98,19,3
107,213,66,389,303,237,276,15,36,494,1
349,434,52,256,166,212,180,26,38,240,0
400,77,73,134,156,98,213,41,28,202,1
279,379,8,323,139,313,42,87,43,125,1
403,401,4,160,401,489,236,16,67,277,4
395,122,5,473,368,261,86,60,44,55,4
321,472,43,304,160,110,34,86,96,323,2
40,443,26,372,95,83,477,86,4,139,3
449,161,8,21,276,172,283,46,52,199,2
40,211,55,207,69,494,189,46,20,188,5
96,137,2,76,402,251,209,71,57,358,5
359,358,24,96,346,450,304,11,73,9,0
99,116,39,255,347,144,270,1,47,466,4
51,124,83,71,81,371,326,60,20,381,0
206,327,96,475,422,374,127,63,9,219,1
409,287,84,388,211,115,82,71,9,191,3
102,10,12,171,204,468,465,66,9,399,0
114,241,56,130,214,184,269,20,38,230,4
311,7,43,120,367,404,103,16,79,65,3
150,345,77,383,242,388,306,12,54,460,4
258,304,60,255,464,486,467,85,32,416,5
5,93,35,173,37,238,157,63,92,10,1
105,78,34,330,23,423,488,16,40,170,2
310,474,92,266,252,268,457,80,1,351,4
332,30,11,318,290,405,458,95,81,448,2
228,46,73,321,400,65,274,80,13,14,2
98,452,3,14,365,353,198,80,61,13,2
261,15,66,242,8,245,290,16,27,156,1
445,447,85,88,130,122,217,61,86,424,5
339,232,82,229,332,261,476,81,7,487,5
492,448,94,211,25,438,362,10,54,425,0
136,275,26,62,110,330,73,64,55,206,1
341,477,66,285,359,265,244,25,13,324,5
332,268,65,445,125,492,377,62,77,344,0
24,417,11,50,46,55,28,74,3,136,2
91,258,57,394,393,108,117,23,67,370,1
44,358,15,232,51,249,318,27,95,175,2
183,19,28,268,358,275,386,75,30,346,2
272,80,5,64,35,263,341,29,24,337,3
231,66,80,315,269,379,343,6,70,382,2
162,7,98,311,41,394,311,71,32,144,5
365,431,64,112,97,207,322,84,65,0,2
485,184,89,49,58,211,88,55,22,420,2
174,279,82,444,476,120,430,77,98,455,1
286,336,35,224,37,30,433,26,74,233,0
440,361,83,191,416,268,40,81,32,292,1
402,194,53,228,476,201,269,90,2,4,2
463,21,99,338,421,124,17,16,55,134,4
192,413,96,249,434,23,270,24,8,492,0
185,350,82,340,403,453,340,72,9,443,4
364,237,21,459,312,83,459,76,58,33,1
299,144,97,347,211,256,264,60,28,399,1
225,41,12,69,364,175,391,20,94,27,1
283,359,46,355,240,497,193,0,68,378,3
487,395,14,427,490,92,334,0,95,186,3
394,332,78,487,246,296,60,42,60,128,3
169,162,94,31,343,459,234,11,0,9,2
344,72,20,298,277,438,371,56,86,352,4
84,272,4,394,464,449,478,89,96,354,3
475,480,80,21,99,458,59,15,59,266,2
358,393,61,481,84,52,101,61,10,466,2
203,495,15,214,473,2,137,31,9,7,5
154,71,76,370,390,355,178,5,78,259,1
82,469,18,179,152,374,106,69,35,366,2
218,176,76,214,188,486,462,84,45,334,2
384,414,48,149,436,454,248,58,40,17,4
75,489,95,228,255,185,225,85,52,157,2
82,398,93,269,63,220,489,5,15,469,5
157,248,49,184,309,490,220,68,0,136,3
292,357,92,196,262,256,82,54,53,22,2
102,233,16,451,139,236,402,70,79,295,1
146,403,58,448,43,299,443,36,4,189,2
164,295,50,26,30,481,75,72,88,456,1
141,139,27,237,155,240,77,35,56,265,1
197,404,54,219,352,150,294,81,95,70,4
385,445,84,87,483,356,293,22,21,490,5
340,314,9,173,177,111,292,18,42,347,5
133,287,9,18,262,153,59,30,43,85,0
330,85,33,9,352,138,229,97,81,131,2
377,338,14,385,346,134,18,69,69,377,1
299,14,38,357,159,360,207,65,6,211,2
87,97,11,78,167,34,287,36,89,242,4
39,174,73,433,91,40,349,75,64,59,1
392,477,23,92,423,114,260,51,32,426,4
13,204,75,152,443,118,408,27,77,141,2
414,264,40,212,115,217,212,68,80,227,4
131,244,96,330,355,19,152,40,58,293,5
58,475,21,11,83,316,234,98,6,247,2
39,54,41,24,379,251,164,25,1,279,3
27,106,67,421,206,158,36,78,33,497,5
431,258,52,172,236,168,321,17,51,438,3
456,220,4,169,413,283,492,1,81,469,5
289,222,91,416,470,10,485,2,90,11,1
114,68,75,494,187,373,56,56,48,197,4
249,262,73,409,2,64,443,10,44,128,2
343,34,78,447,165,487,260,30,85,377,3
359,376,18,40,67,248,15,14,44,377,2
376,140,0,145,214,275,137,79,83,418,5
188,432,53,53,465,121,353,80,13,419,3
202,450,90,240,202,354,81,48,9,273,2
42,77,82,281,261,321,423,44,34,449,5
126,401,72,461,6,311,373,38,47,98,0
185,276,66,24,479,363,87,22,26,160,5
26,40,96,39,398,254,343,79,48,268,0
303,127,9,412,339,265,84,95,79,123,1
98,217,46,198,154,414,263,74,25,452,1
446,88,52,66,168,230,294,74,29,375,5
137,134,49,307,473,95,495,10,84,156,1
455,157,78,156,210,144,290,51,35,266,2
185,411,38,477,99,124,310,57,59,246,4
462,392,43,252,492,245,271,2,19,439,5
275,457,24,232,406,31,77,0,82,199,5
46,444,11,71,436,126,214,74,37,174,5
235,69,99,37,496,226,375,60,29,330,0
358,421,30,385,154,305,387,97,33,106,2
175,292,44,237,498,370,142,43,57,450,5
390,79,33,321,155,479,367,21,14,272,0
254,134,57,93,289,313,62,47,44,243,5
439,131,57,85,87,37,457,66,27,468,2
233,253,65,339,414,63,254,37,42,413,0
147,367,93,383,172,287,142,98,50,91,4
193,478,75,159,255,8,353,90,74,79,2
414,63,77,223,414,247,229,37,68,490,2
64,446,42,286,183,278,372,78,64,238,4
147,49,8,444,1,407,442,30,16,125,5
437,300,60,275,203,103,239,59,71,209,2
497,255,73,357,336,159,284,57,12,218,4
95,386,8,196,442,459,301,23,21,480,5
98,78,79,16,253,317,266,42,40,6,1
75,254,3,94,138,97,401,0,36,257,0
379,298,31,142,58,113,356,81,86,254,5
190,31,39,400,191,204,12,68,4,150,2
472,20,1,254,330,333,80,82,28,238,3
400,2,42,389,163,327,465,31,15,87,4
476,351,11,276,244,132,189,90,73,338,2
251,266,8,378,1,96,274,85,77,223,3
492,55,62,103,25,158,406,83,21,498,5
324,378,81,301,351,278,385,62,97,478,0
470,306,56,238,419,495,454,22,97,248,0
57,51,4,375,460,98,193,43,86,175,4
36,294,26,8,305,198,260,96,39,9,0
456,467,40,68,333,190,38,95,99,18,2
366,56,72,431,0,118,298,68,35,465,2
282,375,26,352,162,358,361,0,39,25,0
189,204,22,41,184,178,392,51,55,228,3
50,396,81,212,306,94,266,71,6,130,5
211,277,58,37,118,248,276,54,81,142,2
325,89,1,351,498,421,331,26,79,266,4
204,171,70,180,359,246,383,86,23,383,4
187,86,42,274,252,24,56,2,58,486,1
475,247,58,357,413,499,202,21,84,157,1
172,400,12,492,283,390,324,77,62,122,2
28,399,34,389,348,481,74,4,64,288,2
271,267,75,139,395,447,230,55,87,429,0
426,150,23,133,194,121,321,27,56,216,0
469,224,73,128,30,277,65,24,6,88,1
403,282,26,425,463,296,103,6,45,36,0
170,142,84,82,443,82,420,85,58,192,2
102,333,8,408,103,220,453,97,49,318,3
410,237,75,383,147,357,341,83,43,311,4
50,151,83,158,99,457,140,59,75,208,1
73,327,11,166,15,480,255,32,4,271,1
128,428,67,486,289,377,337,17,94,294,3
374,131,4,362,387,15,498,16,97,0,0
77,98,2,32,100,186,19,98,99,147,2
195,77,50,52,299,303,146,36,66,153,2
348,188,80,113,135,267,467,45,89,99,3
401,254,51,166,254,372,36,88,68,83,2
129,212,3,338,168,101,63,83,51,454,2
269,293,89,480,155,402,136,27,50,464,5
101,121,5,322,184,340,345,49,53,479,2
470,452,53,464,339,245,93,16,17,457,3
252,364,17,99,379,82,462,79,41,122,1
454,164,88,49,9,435,415,47,27,131,0
202,82,30,108,280,24,115,51,3,411,0
396,99,31,315,318,96,493,31,77,408,5
157,352,6,404,379,213,208,35,65,171,3
29,307,26,157,419,403,264,99,70,175,0
461,430,42,208,163,140,354,69,89,448,3
224,101,58,441,254,97,117,96,82,492,4
140,13,8,168,255,166,58,42,48,151,4
102,80,76,336,497,175,60,0,38,221,1
324,52,99,425,232,174,341,71,70,456,5
473,187,12,211,209,245,151,99,55,329,3
207,468,38,316,396,358,472,10,92,143,4
143,398,2,358,366,71,149,27,5,32,4
40,434,27,52,409,273,359,46,2,65,1
80,3,94,310,253,302,486,78,53,336,3
462,425,33,47,97,206,100,47,16,364,1
218,465,49,70,205,100,367,98,81,163,3
435,311,57,251,481,249,324,44,86,47,4
204,364,11,274,230,363,219,79,94,481,0
481,84,80,455,336,160,248,54,73,18,3
486,46,42,446,81,409,287,87,85,35,4
394,257,15,260,277,160,231,70,81,140,4
471,183,88,304,417,124,460,37,32,372,1
488,270,98,121,318,298,260,71,22,87,1
340,233,96,395,142,467,383,74,95,338,2
17,68,55,397,25,138,382,59,92,147,0
307,285,14,179,241,349,146,20,86,388,3
42,468,82,35,118,101,318,77,84,185,4
98,448,32,307,245,288,326,16,64,307,3
125,423,14,254,37,435,124,27,74,23,5
446,472,37,278,65,49,22,23,49,28,2
161,478,97,420,265,367,184,48,22,484,0
2,258,85,447,263,355,448,70,53,93,2
320,392,44,19,408,293,176,2,34,313,4
55,328,84,157,294,74,24,48,49,128,5
321,129,90,92,161,361,26,15,79,427,0
337,287,64,262,394,352,366,57,49,229,4
449,85,81,415,319,227,447,60,64,258,1
115,382,63,272,11,33,157,78,45,298,5
188,55,49,23,403,443,227,59,64,391,1
498,341,5,197,388,38,308,62,60,154,1
33,28,49,371,414,40,210,75,35,226,1
285,308,5,32,121,179,453,69,70,306,5
327,102,18,44,255,93,287,58,52,47,0
448,399,91,136,200,103,173,15,62,406,4
92,49,70,278,446,381,265,6,30,117,1
369,351,39,302,407,25,87,49,58,224,3
374,24,56,214,348,491,132,33,17,163,1
497,363,25,366,223,180,337,29,50,255,5
310,499,9,395,270,149,103,95,90,127,0
241,97,18,466,449,215,361,48,5,172,5
161,279,53,205,124,281,376,36,4,111,3
167,96,69,64,97,475,124,53,31,205,3
104,138,92,434,164,62,403,53,97,219,0
221,449,86,387,85,272,444,75,72,118,0
261,448,9,366,438,34,126,40,47,132,4
210,7,84,149,5,123,85,6,71,17,0
139,107,13,129,199,190,71,62,84,276,4
177,475,45,116,284,313,112,15,57,165,5
199,214,92,410,486,254,373,72,54,240,3
404,231,4,230,259,367,295,34,93,498,2
326,315,3,463,177,220,477,66,62,493,2
73,411,36,96,163,387,399,15,11,329,0
259,193,89,264,109,438,233,9,89,94,4
362,402,39,128,344,155,358,19,72,125,4
236,59,31,453,322,306,196,89,76,132,1
350,22,42,250,0,309,138,61,69,418,2
392,94,22,268,46,366,235,57,1,335,4
118,232,4,369,5,173,398,61,80,88,3
120,494,10,63,7,53,399,47,99,439,3
415,493,64,322,185,61,474,73,79,91,4
5,393,46,220,299,487,93,72,18,243,4
178,28,17,309,321,17,201,4,37,120,5
367,135,95,398,267,315,214,89,74,42,1
332,200,6,386,166,74,109,3,4,1,1
41,14,39,107,167,398,379,51,97,180,4
142,245,94,177,414,88,165,68,24,282,4
120,312,90,127,193,480,11,33,3,127,3
481,41,56,69,465,334,373,19,98,476,0
472,180,91,166,423,351,249,27,55,153,5
376,29,0,259,198,176,183,71,81,472,2
200,220,33,92,385,107,356,50,63,6,3
496,419,15,486,108,99,391,62,22,204,0
170,291,78,116,67,288,85,23,63,326,3
316,410,42,349,404,313,368,56,78,266,4
226,341,10,404,135,379,474,57,1,37,3
48,284,70,369,355,131,205,48,66,20,2
4,427,21,192,464,1,370,83,52,483,4
441,105,0,133,243,148,271,5,66,276,5
133,2,51,297,43,449,485,91,9,458,3
219,260,31,480,479,259,498,44,88,390,4
137,38,39,152,148,184,492,31,21,445,2
434,228,98,103,141,188,470,16,71,131,0
103,162,54,251,119,84,87,54,50,153,3
129,228,86,18,308,307,185,28,84,247,5
297,115,17,259,75,490,92,78,26,457,3
123,221,15,497,204,188,172,76,62,219,0
85,327,66,408,13,402,72,70,53,130,2
259,309,53,42,171,74,171,34,20,267,3
85,86,29,83,357,220,6,13,53,491,3
475,95,94,105,449,226,354,22,66,164,1
265,472,28,14,429,90,388,5,16,340,4
363,176,3,74,322,207,149,48,62,420,0
338,190,14,117,46,48,137,54,5,385,1
202,499,35,235,448,428,450,28,55,34,2
160,78,38,86,469,276,407,51,75,16,4
9,141,84,168,452,342,430,31,3,498,0
466,295,25,124,186,281,392,7,67,302,0
107,228,27,381,451,38,403,24,42,116,4
185,28,24,149,247,123,388,40,16,245,1
351,374,87,257,374,427,451,35,78,481,0
255,24,74,413,266,457,229,90,79,313,3
176,186,79,138,433,273,426,18,1,452,3
233,445,50,290,323,105,179,97,40,90,0
360,60,10,350,310,108,311,11,52,319,0
239,363,98,145,485,87,230,2,73,23,2
94,446,30,88,417,246,54,32,29,74,3
233,44,56,416,95,49,459,85,1,82,2
141,312,3,7,168,430,134,36,30,354,3
217,205,53,197,446,433,313,65,42,34,0
473,87,90,305,137,100,12,94,6,166,2
41,17,72,245,165,477,268,53,67,450,4
321,149,74,288,135,259,349,21,64,261,5
300,18,88,371,388,330,22,27,49,205,0
56,77,11,405,333,176,486,91,81,50,5
90,178,10,272,477,273,200,15,50,319,0
285,382,79,448,144,65,12,37,72,62,1
62,241,55,391,447,193,225,34,84,449,5
474,442,96,368,123,177,432,21,10,9,4
479,485,87,282,59,278,175,33,78,246,0
320,74,37,281,328,493,84,73,42,0,0
278,120,90,390,333,474,76,19,60,194,0
497,94,84,126,178,314,273,93,11,385,1
369,170,84,330,382,322,226,28,24,284,1
245,59,20,458,228,363,462,24,95,477,2
499,3,41,248,313,49,497,3,11,119,2
376,396,25,208,371,235,428,76,37,216,2
96,116,92,309,386,88,411,32,28,353,1
380,426,37,473,458,247,93,94,38,109,4
130,368,31,68,86,75,318,42,20,477,1
289,353,80,114,237,52,237,36,70,88,0
40,477,72,188,266,433,235,62,89,99,0
421,371,56,277,107,349,193,14,33,468,5
186,153,3,36,103,381,401,54,53,153,4
343,466,21,239,472,259,495,77,27,383,0
386,69,29,408,123,495,447,81,92,179,0
307,455,10,159,318,398,322,49,30,451,2
168,384,65,223,455,6,222,33,58,129,1
191,293,91,373,166,446,347,76,55,435,3
4,479,33,142,197,193,377,85,23,61,5
170,478,42,311,319,392,221,39,56,397,3
482,294,8,115,302,362,162,87,96,374,2
165,8,66,295,478,201,190,68,6,21,4
476,413,69,361,180,426,107,95,30,6,5
342,463,91,468,415,399,117,91,31,62,2
247,52,19,100,347,429,261,26,44,488,5
24,26,99,296,436,354,184,87,21,489,2
207,230,48,165,423,403,178,32,51,460,5
461,54,28,24,318,305,42,63,5,243,2
134,334,42,104,145,224,314,82,42,226,4
136,243,16,278,324,323,3,44,24,375,4
471,275,65,163,183,194,34,70,63,135,4
426,54,30,386,438,426,208,13,49,406,5
338,35,49,62,392,98,170,26,10,485,3
461,384,74,458,428,258,66,4,55,142,4
381,254,5,468,454,98,217,83,7,411,2
436,310,82,3,161,332,84,65,97,364,3
317,313,78,460,179,129,144,90,10,95,4
107,23,18,87,39,79,45,32,65,273,3
273,477,20,236,77,93,482,25,39,412,4
487,474,42,425,95,123,134,21,18,178,2
341,194,16,15,310,124,180,1,40,337,1
309,355,91,383,143,251,111,95,10,426,3
58,328,95,9,123,83,50,19,74,55,3
326,434,12,68,227,157,226,21,53,27,0
365,448,62,215,27,69,343,10,96,11,1
445,210,54,386,390,447,283,43,10,394,2
163,112,40,429,340,242,161,65,24,256,2
470,424,26,252,463,421,272,39,20,380,3
415,198,93,367,55,370,91,80,6,466,3
280,333,30,498,472,294,58,94,90,52,5
252,423,23,255,268,338,371,34,55,430,5
302,318,62,46,497,124,308,23,60,420,2
52,73,36,24,283,394,464,75,67,62,5
432,184,71,337,424,309,494,83,86,469,2
279,8,57,496,456,476,287,52,22,236,2
79,465,57,277,411,139,185,68,26,59,1
416,152,83,282,219,108,176,10,29,432,2
432,41,22,284,102,397,86,54,59,339,4
482,435,26,188,100,457,37,25,3,310,3
57,49,83,69,125,376,212,33,89,441,3
154,403,39,43,20,28,408,93,9,435,1
355,11,58,313,426,297,145,24,90,284,4
188,317,11,120,98,178,495,94,3,115,4
371,306,10,288,162,261,377,62,82,411,4
480,66,68,428,110,445,31,76,52,494,2
94,282,56,90,248,83,209,26,38,324,1
496,378,66,258,4,87,404,46,41,13,2
368,61,63,437,493,42,233,45,39,232,2
490,228,67,4,104,306,263,34,37,98,4
113,458,19,148,227,257,135,6,27,208,4
215,10,1,356,190,348,81,71,96,215,5
226,153,95,336,451,254,43,37,34,70,4
320,285,31,383,101,67,177,12,33,468,4
95,109,44,86,373,442,335,97,58,494,2
54,121,6,178,153,350,378,40,95,183,4
439,12,27,322,237,393,154,60,41,428,4
306,185,21,203,269,396,76,8,6,79,4
140,179,53,472,486,38,492,79,29,175,3
414,494,9,181,422,75,97,84,16,426,3
324,296,74,2,102,421,131,23,0,465,1
285,274,85,451,230,405,75,8,48,264,1
130,249,40,398,89,338,322,95,59,205,0
208,307,69,202,405,425,478,13,14,248,5
125,9,20,474,171,45,169,21,20,346,0
466,282,1,68,417,82,4,48,85,427,0
250,250,51,139,47,170,412,88,56,263,1
254,318,49,162,199,413,244,43,63,197,1
269,160,32,162,156,158,181,18,28,229,1
340,76,18,339,489,479,185,8,30,420,5
458,454,75,171,396,390,29,54,75,499,2
6,244,33,128,15,258,137,68,74,115,4
464,81,84,216,33,406,47,65,21,480,5
93,313,3,437,401,92,353,98,83,247,5
180,133,24,29,340,454,358,71,78,209,3
431,482,96,396,196,128,265,30,47,492,1
329,330,18,176,347,393,236,67,20,289,2
484,416,75,182,482,471,194,12,31,206,3
14,99,52,420,205,340,371,70,17,186,4
80,86,69,290,147,21,390,11,69,124,0
465,433,74,360,489,451,423,48,1,319,3
409,101,55,209,121,189,86,99,19,373,5
474,401,39,391,43,347,491,6,85,122,0
129,415,32,2,299,444,191,10,39,167,2
238,426,86,314,142,312,344,93,64,351,1
330,10,14,117,36,229,12,38,31,45,3
404,259,98,359,178,324,497,87,82,491,0
26,379,80,146,374,54,485,49,7,462,1
344,132,79,327,98,388,483,16,38,380,2
412,88,64,116,77,454,336,7,14,136,3
114,205,41,269,9,78,277,48,56,337,0
319,238,58,54,18,134,321,35,93,271,4
320,309,23,374,159,208,329,16,48,154,3
474,183,61,7,175,51,164,43,46,359,2
389,431,15,393,181,430,212,20,85,16,2
160,204,75,156,488,235,243,67,85,300,2
231,232,6,264,484,133,138,36,23,409,1
45,186,86,52,115,4,415,43,76,131,3
377,171,10,16,117,63,423,62,43,166,3
205,214,83,352,287,66,273,54,37,368,1
291,439,12,165,353,344,68,37,8,52,5
69,298,7,50,329,128,32,8,79,292,1
67,401,9,438,473,490,2,11,5,292,5
14,304,26,256,127,174,334,21,10,395,0
52,13,72,137,69,99,95,46,8,351,0
28,127,21,499,374,223,436,25,96,299,2
112,128,53,217,254,73,295,16,72,386,3
346,263,0,273,264,317,376,22,81,338,0
448,344,48,248,260,110,34,24,56,162,3
330,191,8,472,225,39,158,10,72,475,3
319,303,89,451,90,300,353,15,86,306,2
101,443,85,242,48,473,450,76,95,41,0
440,159,14,99,211,258,230,3,34,75,4
82,179,3,281,447,164,479,4,41,269,2
254,359,10,98,70,138,237,5,74,366,0
317,170,88,264,357,164,1,25,12,297,4
384,401,28,275,151,488,343,90,3,468,4
277,41,84,67,269,124,268,42,98,313,4
20,88,51,403,214,443,55,65,54,54,0
461,77,39,31,218,95,484,44,26,343,4
217,454,81,30,413,79,466,54,80,262,2
131,75,59,356,63,11,437,15,4,376,5
299,489,92,414,307,22,434,79,78,69,4
162,241,95,346,8,18,115,96,63,473,2
449,136,25,361,85,422,197,49,46,232,5
359,102,5,88,20,117,377,79,49,357,0
174,103,46,60,192,226,481,39,92,229,5
431,327,31,461,272,382,71,39,40,89,1
353,447,90,290,411,24,339,65,65,210,0
206,358,82,217,57,397,122,63,15,204,4
472,411,46,159,327,49,352,49,75,133,2
485,188,45,421,388,135,435,62,88,423,1
92,322,62,231,417,130,226,84,75,495,4
348,173,46,233,494,108,80,37,10,321,3
376,40,61,251,433,40,285,59,36,253,5
295,232,75,471,419,449,162,14,96,184,2
458,30,16,297,309,280,483,72,97,175,0
270,243,13,442,496,355,245,29,89,132,2
42,341,5,119,229,144,225,7,39,235,0
394,125,55,151,294,20,437,53,50,22,2
422,121,29,485,161,95,483,71,99,391,5
491,28,33,470,498,303,443,0,72,243,3
389,19,87,477,290,426,218,32,54,14,0
302,364,73,104,52,108,244,36,69,480,0
414,144,36,289,144,444,316,11,70,320,2
286,300,69,288,424,54,76,95,21,457,1
5,181,5,284,227,96,201,30,15,366,4
415,257,80,465,161,241,372,8,18,256,4
67,497,90,163,258,489,166,62,40,152,4
321,118,18,56,12,81,312,5,77,65,2
441,209,14,191,244,423,299,85,10,459,1
24,101,92,372,62,416,308,50,30,353,3
389,254,47,362,365,446,487,5,40,409,1
276,76,47,295,132,294,186,37,82,4,1
39,302,16,108,171,415,192,59,28,116,4
24,59,81,341,253,468,395,4,59,194,1
106,283,2,466,454,343,348,99,95,435,1
100,321,33,203,340,269,275,62,64,470,5
149,37,9,306,296,96,362,66,31,120,1
370,129,79,128,113,363,161,49,53,412,3
254,314,98,427,466,110,38,42,89,157,3
67,361,10,357,68,52,394,47,23,391,2
480,416,46,126,312,323,380,23,98,435,1
25,2,59,96,383,187,351,83,81,382,5
89,34,77,0,178,473,446,46,62,188,0
5,91,73,118,425,14,231,34,69,283,2
421,53,83,33,388,491,231,36,18,18,5
69,455,72,123,321,466,415,84,25,173,5
400,277,65,279,75,284,223,54,93,480,4
493,309,41,472,254,93,437,46,98,272,1
311,379,39,121,99,192,435,61,8,170,1
444,207,12,106,366,428,447,43,22,491,0
370,179,71,406,139,451,27,34,90,249,2
463,280,97,328,140,352,486,44,65,391,2
474,292,21,368,163,51,441,15,32,238,5
131,264,61,12,310,436,296,57,48,482,2
424,217,86,470,251,367,243,85,67,198,2
195,240,27,233,49,495,457,92,15,268,5
142,271,27,103,387,18,271,56,81,97,4
416,193,16,220,96,168,183,0,10,488,3
106,419,24,217,63,205,104,84,97,315,4
290,151,95,251,97,257,325,70,39,473,5
496,331,58,14,89,395,445,35,23,72,5
70,127,40,236,456,368,181,96,27,108,4
23,481,17,44,110,71,162,92,78,478,5
173,85,4,317,480,335,133,52,14,226,1
427,367,53,146,43,107,107,36,18,406,4
310,426,91,489,14,164,12,97,11,67,1
401,382,35,73,205,430,34,74,25,237,4
294,405,97,263,467,34,294,93,82,307,0
290,108,92,129,256,264,139,64,90,47,3
